#RPLIDAR SCAN DATA
#COUNT=410
#Angule	Distance	Quality
280.2612 125.0 188
280.8875 125.0 188
281.5137 126.0 188
282.1399 126.0 188
282.7496 126.0 188
283.3704 126.0 188
283.9966 126.0 188
284.6228 126.0 188
285.2325 127.0 188
285.8588 127.0 188
286.4795 127.0 188
287.1057 127.0 188
287.7155 128.0 188
288.3417 128.0 188
288.9679 128.0 188
289.5886 129.0 188
290.1984 129.0 188
290.8246 130.0 188
291.4508 130.0 188
292.0770 131.0 188
292.6868 131.0 188
293.3075 132.0 188
293.9337 132.0 188
294.5599 133.0 188
295.1697 134.0 188
295.7959 135.0 188
296.4166 136.0 188
297.0428 137.0 188
297.6526 138.0 188
298.2788 139.0 188
298.9050 140.0 188
299.5313 141.0 188
300.1520 142.0 188
300.7782 143.0 188
301.4044 144.0 188
302.0306 146.0 188
302.6514 147.0 188
303.2776 147.0 188
303.9038 149.0 188
306.4032 153.0 188
312.0282 133.0 188
312.6544 131.0 188
313.2806 130.0 188
313.9014 129.0 188
314.5276 128.0 188
315.1538 127.0 188
315.7800 126.0 188
316.4063 126.0 188
317.0270 125.0 188
317.6532 124.0 188
318.2794 124.0 188
318.9056 124.0 188
319.5264 123.0 188
320.1361 123.0 188
320.7623 123.0 188
321.3885 122.0 188
322.0148 123.0 188
322.6355 122.0 188
323.2617 122.0 188
323.8715 121.0 188
324.4977 121.0 188
325.1239 120.0 188
325.7446 121.0 188
326.3708 120.0 188
326.9971 120.0 188
